工廠或製造場所名稱,工廠或製造場所地址,工廠登記編號,食品業者登錄字號,驗證業別,驗證效期
"王子製藥股份有限公司 新竹廠","新竹縣湖口鄉鳳凰村光復南路32號","99630166","J-135048803-00001-9","食品添加物製造業","105/08/22~107/03/10"
"台灣塩野香料股份有限公司","新北市新莊區化成路二一九號","99600477","F-103561504-00001-8","食品添加物製造業","105/08/22~107/03/10"
"孝青食品香料有限公司","臺南市永康區東橋里中正路277之2號1樓","99711713","D-112757640-00001-4","食品添加物製造業","105/08/22~107/03/10"
"洸洋化學製藥股份有限公司嘉義廠","嘉義縣民雄鄉北斗村新生街10之1號","99654788","Q-115013427-00001-8","食品添加物製造業","105/08/22~107/03/10"
"双宏興食品企業有限公司","臺南市永康區東橋里中正路279巷21弄43號","99659895","D-170631830-00001-0","食品添加物製造業","105/08/22~107/03/10"
"至茂企業股份有限公司屏東廠","屏東縣屏東市建國路三三二巷四四弄五一號","99665961","T-123356734-00001-1","食品添加物製造業","105/08/22~107/03/10"
"三福化工股份有限公司善化廠","臺南市善化區小新里小新營340號","99657738","D-180170651-00001-0","食品添加物製造業","105/08/22~107/03/10"
"順傑生物科技股份有限公司","臺南市南區彰南里新和路40號","99673024","D-186197468-00001-1","食品添加物製造業","105/08/22~107/03/10"
"三億食品原料有限公司","嘉義縣大林鎮平林里中正路230巷1弄80號","99656031","Q-137509008-00001-7","食品添加物製造業","105/08/22~107/03/10"
"鑫隴興業有限公司","高雄市大寮區大有三街34號","64006486","E-180116854-00001-6","食品添加物製造業","105/08/22~107/03/10"
"和星食品企業有限公司","高雄市岡山區為隨里為隨東路66巷18號","99721596","E-125078882-00001-3","食品添加物製造業","105/08/22~107/03/10"
"台灣曾田香料股份有限公司嘉義工廠","嘉義縣義竹鄉岸腳村角帶圍1之1號","99654942","Q-111907184-00001-6","食品添加物製造業","105/08/22~107/03/10"
"品揚食品原料有限公司","高雄市林園區中門路339巷50弄11號","99721647","E-128346861-00001-1","食品添加物製造業","105/08/22~107/03/10"
"龍議國際貿易有限公司","高雄市大樹區竹寮里竹寮路377號","99712408","E-116943033-00001-2","食品添加物製造業","105/08/22~107/03/10"
"萬向股份有限公司照門二廠","新竹縣新埔鎮照門里照鏡１６號","99700578","J-104231572-00001-2","食品添加物製造業","105/08/22~107/03/10"
"宸品有限公司","臺北市南港區八德路四段七七八號四樓","63022273","A-180680508-00001-4","食品添加物製造業","105/08/22~107/03/10"
"品元實業股份有限公司仁愛廠","新北市八里區仁愛路122號1樓","99719324","F-180657892-00001-9","食品添加物製造業","105/08/22~107/03/10"
"振芳股份有限公司五股廠","新北市五股區五工六路二二號","99600338","F-103341208-00002-6","食品添加物製造業","105/08/22~107/03/10"
"鮮大王企業股份有限公司","桃園市平鎮區北貴里關爺東路35號","99706929","H-196865024-00001-6","食品添加物製造業","105/08/22~107/03/10"
"燕莊實業有限公司","新北市中和區員山路504號4樓之5","65000435","F-128488050-00001-9","食品添加物製造業","105/08/22~107/03/10"
"龍城馨業有限公司","桃園市楊梅區高上里高獅路813巷22弄13號","03001404","H-180266537-00001-3","食品添加物製造業","105/08/22~107/03/10"
"象牙企業有限公司","桃園市蘆竹區五福里五福一路32巷6號","99687088","H-180317959-00001-8","食品添加物製造業","105/08/22~107/03/10"
"三豐食品工廠","新北市新莊區化成路100之1號","99604702","F-101995321-00001-4","食品添加物製造業","105/08/22~107/03/10"
"瑞聯興業股份有限公司汐止廠","新北市汐止區福德一路三九二巷40號","99694063","F-120970525-00001-4","食品添加物製造業","105/08/22~107/03/10"
"金泰瑞實業有限公司","新北市新店區中正路四維巷八弄五號五樓","99608254","F-170690909-00001-4","食品添加物製造業","105/08/22~107/03/10"
"德麥食品股份有限公司","新北市五股區五權五路25號(1樓及夾層)","65001946","F-123420497-00001-5","食品添加物製造業","105/08/22~107/03/10"
"葆祥實業有限公司","新北市鶯歌區中正三路四九一巷八號","99619295","F-184891060-00001-0","食品添加物製造業","105/08/22~107/03/10"
"和佳聯企業有限公司","桃園市龜山區嶺頂里茶專路33號","03000873","H-153645037-00001-9","食品添加物製造業","105/08/22~107/03/10"
"茂霖食品股份有限公司","臺南市安南區鹽田里科技五路157號","99705695","D-180138365-00001-6","食品添加物製造業","105/08/22~107/03/10"
"立安東化工股份有限公司三義廠","苗栗縣三義鄉鯉魚潭村鯉魚口九九號","99631672","K-120939460-00001-2","食品添加物製造業","105/08/22~107/03/10"
"偉信香料行亞太廠","臺南市永康區東橋里中正路279巷2弄22之1號","99711613","D-190998764-00001-4","食品添加物製造業","105/08/22~107/03/10"
"耆盛企業股份有限公司","新北市樹林區八德街280巷3號3、4樓","65001778","F-184342380-00001-6","食品添加物製造業","105/08/22~107/03/10"
"遠信國際實業有限公司太保廠","嘉義縣太保市南新里北港路2段105巷18弄25號","10000161","Q-116820335-00003-5","食品添加物製造業","105/08/22~107/03/10"
"嘉振企業有限公司麻豆廠","臺南市麻豆區麻口里麻豆口2之93號1樓","67000984","D-116861308-00002-6","食品添加物製造業","105/08/22~107/03/10"
"玉成澱粉企業股份有限公司---工廠","臺南市善化區東勢寮212-1號","99659019","D-172029907-00001-8","食品添加物製造業","105/08/22~107/03/10"
"廣味香開發有限公司","高雄市仁武區仁武里工業二路17巷68弄11號","99712073","E-180388264-00001-2","食品添加物製造業","105/08/22~107/03/10"
"仲麟實業有限公司","高雄市大寮區義和里鳳屏二路377之2號","64006451","E-113065498-00001-9","食品添加物製造業","105/08/22~107/03/10"
"台灣塑膠工業股份有限公司仁武廠","高雄市仁武區水管路100號","99661408","E-175708007-00002-8","食品添加物製造業","105/08/22~107/03/10"
"恩霖實業有限公司","臺中市潭子區潭富路二段81巷15號3.4樓","66003133","B-153039399-00001-1","食品添加物製造業","105/08/22~107/03/10"
"海森林生技股份有限公司","屏東縣長治鄉德和村6鄰園西二路28號4樓","81100048","T-124241423-00003-2","食品添加物製造業","105/08/22~107/03/10"
"博馨實業有限公司","彰化縣員林市崙雅里崙雅巷五一之一號","99650059","N-112905831-00001-1","食品添加物製造業","105/08/22~107/03/10"
"隆太生技食品有限公司","臺中市南屯區寶山里工業區二十路11號1樓","99702395","B-186071123-00001-8","食品添加物製造業","105/08/22~107/03/10"
"委鵬實業有限公司","新北市土城區慶祥街七七號一樓","99719282","F-189892264-00001-2","食品添加物製造業","105/08/22~107/03/10"
"小磨坊國際貿易股份有限公司南投廠","南投縣南投市工業南六路一號","99652158","M-134097313-00001-1","食品添加物製造業","105/08/22~107/03/10"
"東佳貿易有限公司","臺中市太平區鵬儀路214巷6弄3號1樓","66002035","B-116053122-00001-0","食品添加物製造業","105/08/22~107/03/10"
"盛川香料有限公司","彰化縣員林市崙雅里員水路一段580巷1-2號","07001181","N-154517019-00001-4","食品添加物製造業","105/08/22~107/03/10"
"大豐製藥股份有限公司","彰化縣彰化市延平里岸頭巷11號","99649561","N-159036721-00001-5","食品添加物製造業","105/08/22~107/03/10"
"宏總生化科技股份有限公司","彰化縣花壇鄉中庄村中山路一段37號","07000569","N-153804288-00001-0","食品添加物製造業","105/08/22~107/03/10"
"合巧香料有限公司","苗栗縣竹南鎮佳興里二鄰公義路一七八巷一號","05000213","K-116579793-00001-6","食品添加物製造業","105/08/22~107/03/10"
"富凰企業股份有限公司五股廠","新北市新莊區五權二路20號之一","99606878","F-112298913-00001-9","食品添加物製造業","105/08/22~107/03/10"
"國聯矽業化學股份有限公司","桃園市大園區內海里民權路12號","99622596","H-136550632-00001-6","食品添加物製造業","105/08/22~107/03/10"
"譽豐食品有限公司楊梅廠","桃園市楊梅區三湖里楊湖路一段六七六巷三三弄一五號","99624364","H-197194256-00001-9","食品添加物製造業","105/08/22~107/03/10"
"華夏海灣塑膠股份有限公司頭份廠","苗栗縣頭份市民族路571號","99631801","K-111686106-00001-8","食品添加物製造業","105/08/22~107/03/10"
"義芳化學工業股份有限公司桃園廠","桃園市蘆竹區海湖村海湖東路377號","99621602","H-115395706-00001-2","食品添加物製造業","105/08/22~107/03/10"
"隆穎國際有限公司","新北市八里區忠孝路408之1號","65004161","F-124782996-00001-1","食品添加物製造業","105/08/22~107/03/10"
"瑞安大藥廠股份有限公司觀音廠","桃園市觀音區草漯里大同一路26號","99622335","H-123045916-00001-6","食品添加物製造業","105/08/22~107/03/10"
"竑品食品有限公司三重廠","新北市三重區光復路一段八三巷九號一０樓","99696962","F-128199468-00001-1","食品添加物製造業","105/08/22~107/03/10"
"基香食品有限公司","桃園市觀音區崙坪里1鄰1-10號1樓","03001900","H-112734561-00001-5","食品添加物製造業","105/08/22~107/03/10"
"特品貿易有限公司大同一廠","新北市汐止區大同路1段181號5樓之1","65002632","F-127802094-00001-6","食品添加物製造業","105/08/22~107/03/10"
"寶祥貿易股份有限公司","桃園市桃園區汴洲里春日路1434巷168號","03001919","H-112338577-00001-2","食品添加物製造業","105/08/22~107/03/10"
"德揚環境生物科技有限公司","桃園市蘆竹區六福路65號","68000124","H-128795629-00004-7","食品添加物製造業","105/08/22~107/03/10"
"亞世欣實業股份有限公司","新北市樹林區柑園街二段一二二巷五號五樓","99718865","F-112797827-00001-7","食品添加物製造業","105/08/22~107/03/10"
"禾百實業股份有限公司","桃園市蘆竹區南崁里南崁路二段9號6樓之9","03002678","F-180558350-00001-8","食品添加物製造業","105/08/22~107/03/10"
"諧和實業股份有限公司","新北市土城區中華路一段70巷33號1、2樓","65004300","F-127899061-00002-7","食品添加物製造業","105/08/22~107/03/10"
"尚旺生技有限公司","新竹市北區士林里東大路二段六三九號一樓","99710244","O-180104365-00001-0","食品添加物製造業","105/08/22~107/03/10"
"台灣塩野香料股份有限公司二廠","新北市新莊區頭前路93號","65003211","F-103561504-00003-0","食品添加物製造業","105/08/22~107/03/10"
"羿碩興業有限公司","新北市樹林區柑園街2段122巷5號2樓","65002596","F-154058160-00001-3","食品添加物製造業","105/08/22~107/03/10"
"永熙股份有限公司","新竹縣竹北市泰和里博愛街711巷4弄26號1樓","04000337","J-116492494-00001-7","食品添加物製造業","105/08/22~107/03/10"
"聯工化學廠股份有限公司","新竹市東區千甲路133號","99667685","O-146621755-00001-9","食品添加物製造業","105/08/22~107/03/10"
"永誠工業股份有限公司","桃園市平鎮區湧光里平鎮工業區工業三路七號","99621524","H-103150404-00001-3","食品添加物製造業","105/08/22~107/03/10"
"臺旺食品工業股份有限公司","雲林縣斗六市長安里科加六路21號","09000284","P-153390323-00001-2","食品添加物製造業","105/08/22~107/03/10"
"頂記食品股份有限公司五股廠","新北市五股區五工路一四四號","99601381","F-105174211-00001-5","食品添加物製造業","105/08/22~107/03/10"
"宏野國際有限公司","新北市中和區建一路81巷2號3樓","99718373","F-128947344-00001-5","食品添加物製造業","105/08/22~107/03/10"
"品高企業股份有限公司雲林廠","雲林縣斗六市溪洲里中南路二九０巷一０之二號","99653463","P-138409956-00001-8","食品添加物製造業","105/08/22~107/03/10"
"金安信食品有限公司","臺中市南屯區寶山里工業區22路17號","66001996","B-153976063-00001-9","食品添加物製造業","105/08/22~107/03/10"
"馥雅有限公司","新北市汐止區福德一路430巷26號4樓","65003560","F-116404443-00001-0","食品添加物製造業","105/08/22~107/03/10"
"立騏生技股份有限公司","雲林縣斗六市榴南里斗工十二路6號","99709386","P-180620093-00001-2","食品添加物製造業","105/08/22~107/03/10"
"東松化工有限公司","彰化縣溪州鄉舊眉村蔡厝路22號","99647069","N-159138585-00002-7","食品添加物製造業","105/08/22~107/03/10"
"惠昇食品股份有限公司","彰化縣埔心鄉經口村武聖路308號","99649986","N-159078799-00001-6","食品添加物製造業","105/08/22~107/03/10"
"向富實業股份有限公司","彰化縣員林鎮浮圳里員東路一段433號","07001463","N-170735933-00001-9","食品添加物製造業","105/08/22~107/03/10"
"鼎喬食技有限公司","彰化縣埔心鄉太平村太平路75巷38號1樓","07001490","N-128783095-00001-4","食品添加物製造業","105/08/22~107/03/10"
"佑盈食品加工調配廠","彰化縣員林鎮中山路二段556巷31弄33號","99681007","N-127307616-00001-4","食品添加物製造業","105/08/22~107/03/10"
"台灣塑膠工業股份有限公司麥寮廠","雲林縣麥寮鄉中興村台塑工業園區１號","99653045","P-175708007-00001-8","食品添加物製造業","105/08/22~107/03/10"
"光益農化工廠有限公司","臺中市潭子區栗林里中山路3段493巷42弄17號","99637286","B-151233967-00001-6","食品添加物製造業","105/08/22~107/03/10"
"嘉品生物科技股份有限公司","雲林縣斗六市榴南里斗工十二路４２號","99709422","P-112605102-00001-1","食品添加物製造業","105/08/22~107/03/10"
"中和澱粉股份有限公司","南投縣竹山鎮中崎里沉潭巷1-5號","99652574","M-161865006-00001-3","食品添加物製造業","105/08/22~107/03/10"
"銘崎生物科技股份有限公司","雲林縣斗六市榴南里斗工一路５號","99709367","P-122654448-00001-9","食品添加物製造業","105/08/22~107/03/10"
"恆新股份有限公司","新北市林口區粉寮路二段458之1號(二樓)","65002836","F-103319108-00001-9","食品添加物製造業","105/08/22~107/03/10"
"承威企業有限公司","新北市汐止區大安街56巷7弄15號1、2樓","65002036","F-123295701-00001-3","食品添加物製造業","105/08/22~107/03/10"
"陞邦食品技術開發有限公司","新北市汐止區中興路一八三巷四號四樓","99719846","F-128185154-00001-8","食品添加物製造業","105/08/22~107/03/10"
"永詠股份有限公司","臺南市仁德區保安里開發二路27號","99658027","D-172065419-00001-6","食品添加物製造業","105/08/22~107/03/10"
"百鮮企業有限公司","新北市林口區工四路8號1、2樓","65001978","F-122857149-00001-2","食品添加物製造業","105/08/22~107/03/10"
"佳美樂實業有限公司樹林廠","新北市樹林區東大街一六六號","99614419","F-116783795-00001-0","食品添加物製造業","105/08/22~107/03/10"
"優質澱粉有限公司","新北市林口區文化二路2段379號(1樓及夾層)","65002593","F-128587740-00001-5","食品添加物製造業","105/08/22~107/03/10"
"國暉國際有限公司","新北市新店區中正路五四二之一號四樓","99604859","F-104890618-00001-0","食品添加物製造業","105/08/22~107/03/10"
"大亞新紀企業有限公司泰山廠","新北市泰山區明志路三段五一三號一０樓","99719788","F-112858226-00001-8","食品添加物製造業","105/08/22~107/03/10"
"有竑企業有限公司","高雄市鳥松區埔村松埔路33號","99661426","E-184567649-00001-2","食品添加物製造業","105/08/22~107/03/10"
"沅笙企業有限公司","高雄市岡山區岡山路610巷26號1樓","64007052","E-189431158-00001-2","食品添加物製造業","105/08/22~107/03/10"
"裕樂家有限公司","高雄市鳥松區仁美里美山路36巷1之28號","64006577","E-180425660-00001-4","食品添加物製造業","105/08/22~107/03/10"
"新劑食品企業有限公司","高雄市燕巢區安招路443號","99705130","E-131284517-00001-4","食品添加物製造業","105/08/22~107/03/10"
"台灣可林生化科技有限公司","高雄市仁武區竹後里竹業巷17號","64006516","E-153581884-00001-5","食品添加物製造業","105/08/22~107/03/10"
"信榮工業原料有限公司","高雄市左營區菜公里大中二路39號","64007012","E-175459703-00001-3","食品添加物製造業","105/08/22~107/03/10"
"大軒化工股份有限公司","高雄市大寮區大有一街8號","99664680","E-122220464-00001-5","食品添加物製造業","105/08/22~107/03/10"
"順慶實業有限公司","高雄市大寮區大有三街28號","64007424","E-186369601-00001-2","食品添加物製造業","105/08/22~107/03/10"
"臺灣紙業股份有限公司新營紙廠","臺南市新營區南紙里南紙街94號","99657515","D-111912102-00001-9","食品添加物製造業","105/08/22~107/03/10"
"長壽化工廠有限公司","臺南市南區彰南里新樂路66號","99673684","D-106377538-00001-1","食品添加物製造業","105/08/22~107/03/10"
"盛美股份有限公司北安廠","臺南市安南區北安路三段145巷51號","67000232","D-189816787-00001-6","食品添加物製造業","105/08/22~107/03/10"
"味旺貿易有限公司仁德廠","臺南市仁德區仁德里文華路三段428巷72號","67000533","D-127300607-00001-7","食品添加物製造業","105/08/22~107/03/10"
"大勝食品原料有限公司仁德廠","臺南市仁德區仁德里文華路3段428巷53弄9號","67000801","D-154083870-00001-7","食品添加物製造業","105/08/22~107/03/10"
"日正食品工業股份有限公司南投廠","南投縣南投市新興里自強三路二八號","99652305","M-122425683-00001-3","食品添加物製造業","105/08/22~107/03/10"
"味都股份有限公司新莊廠","新北市新莊區福營路145巷34號","65003369","F-123615839-00002-2","食品添加物製造業","105/08/22~107/03/10"
"華森健康國際有限公司(俊英廠)","新北市樹林區俊英街81巷61之2號(1樓)","65003330","F-116678864-00002-1","食品添加物製造業","105/08/22~107/03/10"
"信銓香料化學有限公司","臺南市東區崇信里中華東路3段112號","99674126","D-169585491-00001-9","食品添加物製造業","105/08/22~107/03/10"
"欣可化工股份有限公司","臺南市官田區工業西路27號","99657159","D-172198121-00001-3","食品添加物製造業","105/08/22~107/03/10"
"柏泰食品興業股份有限公司","新北市新店區中正路五四巷三十號五樓","99613503","F-138443032-00001-1","食品添加物製造業","105/08/22~107/03/10"
"柏泰食品興業股份有限公司","新北市新店區寶橋路235巷1弄2號5樓","65003904","F-138443032-00002-2","食品添加物製造業","105/08/22~107/03/10"
"稷馨企業有限公司","新北市汐止區康寧街169巷29號12樓之2","65002999","F-154271465-00001-8","食品添加物製造業","105/08/22~107/03/10"
"台灣塑膠工業股份有限公司冬山分廠","宜蘭縣冬山鄉東福路201號","02000220","G-175708007-00003-1","食品添加物製造業","105/08/22~107/03/10"
"東碱股份有限公司蘇澳總廠-鹽酸工廠","宜蘭縣蘇澳鎮新城里新城一路120號","02000208","G-111384405-00001-1","食品添加物製造業","105/08/22~107/03/10"
"芬斯特股份有限公司新店廠","新北市新店區中正路501-16號5樓","65001784","F-127602672-00001-6","食品添加物製造業","105/08/22~107/03/10"
"弘梅有限公司新莊二廠","新北市新莊區五權一路五號四樓之九","99603297","F-116142526-00001-1","食品添加物製造業","105/08/22~107/03/10"
"弘梅有限公司新莊廠","新北市新莊區五權一路5號4樓之2","65003728","F-116142526-00003-3","食品添加物製造業","105/08/22~107/03/10"
"漢馨科技有限公司","新北市中和區立德街89號5樓","65003659","F-112871987-00002-8","食品添加物製造業","105/08/22~107/03/10"
"拿典企業有限公司","臺南市南區彰南里新忠路27號","67000779","D-169649729-00001-4","食品添加物製造業","105/08/22~107/03/10"
"有泰香料化學有限公司","新北市樹林區俊英街224巷1號1、2、3樓","65002033","F-109418745-00001-2","食品添加物製造業","105/08/22~107/03/10"
"統一企業股份有限公司新巿廠","臺南市新市區大營里大營7號","99657996","D-173251209-00002-2","罐頭食品製造業、乳品加工食品業","105/08/22~107/03/10"
"高健食品科技有限公司","臺南市柳營鄉柳營路一段491巷26號","99657819","D-127406398-00001-1","罐頭食品製造業、乳品加工食品業","105/08/22~107/03/10"
"東鄉食品股份有限公司埔心廠","彰化縣埔心鄉員鹿路五段45號","99650061","N-184351726-00001-8","罐頭食品製造業、乳品加工食品業","105/08/22~107/03/10"
"雲乳食品科技股份有限公司","雲林縣斗六市榴中里工業路78號","09000012","P-180250578-00001-9","罐頭食品製造業、乳品加工食品業","105/08/22~107/03/10"
"揚格食品股份有限公司","新竹縣新豐鄉埔和村7鄰埔頂179號","99700349","J-127859146-00001-0","罐頭食品製造業、乳品加工食品業","105/08/22~107/03/10"
"光泉牧場股份有限公司嘉義廠","嘉義縣民雄鄉工業區成功街1號","99654714","Q-104313172-00001-6","罐頭食品製造業、乳品加工食品業","105/08/22~107/03/10"
"天守實業股份有限公司","高雄市大寮鄉大有四街11號","99664602","E-127694004-00001-5","罐頭食品製造業、乳品加工食品業","105/08/22~107/03/10"
"開元食品工業股份有限公司觀音二廠","桃園市觀音區樹林里經建一路32號","99687850","H-142612538-00001-7","罐頭食品製造業、乳品加工食品業","105/08/22~107/03/10"
"養樂多股份有限公司中壢工廠","桃園市中壢區中壢工業區自強一路4號","99621418","H-103581305-00001-1","乳品加工食品業","105/08/22~107/03/10"
"佳格食品股份有限公司中壢廠","桃園市中壢區吉林路13號","99623247","H-122102473-00002-8","罐頭食品製造業、乳品加工食品業","105/08/22~107/03/10"
"國信食品股份有限公司高雄廠","高雄市湖內區大湖里中山路一段４４７巷２號","99662269","E-104275677-00001-1","罐頭食品製造業、乳品加工食品業","105/08/22~107/03/10"
