年度,檢體名稱,抽樣廠商名稱,抽樣廠商地址,產地,重金屬檢測殘留量鎘含量_單位ppm,重金屬檢測殘留量汞含量_單位ppm,重金屬檢測殘留量鉛含量_單位ppm,檢驗結果
"103","長秈米","新益豐碾米工廠","宜蘭縣壯圍鄉永美路二段17巷2號","台灣","0.1","未檢出","未檢出","合格"
"103","有機長秈米","民豐有機農場","宜蘭縣礁溪鄉吳沙村四結路27之12號","台灣","0.04","未檢出","未檢出","合格"
"103","秈稻米","大和碾米廠","宜蘭縣三星鄉上將路二段435號","台灣","0.03","未檢出","未檢出","合格"
"103","白米","全豐碾米廠","花蓮縣玉里鎮中山路1段149號","台灣","0.04","未檢出","0.01","合格"
"103","白米","玉成碾米工廠","花蓮縣玉里鎮中山路1段193號","台灣","0.06","未檢出","0.02","合格"
"103","白米","年昌碾米廠","花蓮縣玉里鎮中華路28號","台灣","0.06","未檢出","0.01","合格"
"103","天生白米","東里碾米工廠","花蓮縣富里鄉東里村大莊路1鄰1號","台灣","0.07","未檢出","0.06","合格"
"103","白米(天生好米)","花東製米股份有限公司","花蓮縣富里鄉富南村公浦路186號","台灣","0.03","未檢出","0.01","合格"
"103","富里珍珠米","富里鄉農會供銷部","花蓮縣富里鄉羅山村9鄰東湖6號","台灣","0.02","未檢出","0.01","合格"
"103","白米","自成碾米廠","花蓮縣瑞穗鄉中山路1段7號","台灣","0.02","未檢出","0.01","合格"
"103","白米","永發碾米廠","花蓮縣瑞穗鄉國光北路23號","台灣","0.09","未檢出","0.02","合格"
"103","白米","年昌碾米廠","花蓮縣玉里鎮中華路28號","台灣","0.07","未檢出","0.03","合格"
"103","白米","玉成碾米工廠","花蓮縣玉里鎮中山路1段193號","台灣","0.03","未檢出","未檢出","合格"
"103","白米","全豐碾米廠","花蓮縣玉里鎮中山路1段149號","台灣","0.03","未檢出","0.03","合格"
"103","白米","花東製米股份有限公司","花蓮縣富里鄉富南村公浦路186號","台灣","未檢出","未檢出","未檢出","合格"
"103","蓬萊白米","富里鄉農會供銷部","花蓮縣富里鄉羅山村9鄰東湖6號","台灣","0.02","未檢出","0.04","合格"
"103","白米","御皇米企業有限公司(東里碾米工廠)","花蓮縣富里鄉東里村大莊路1號","台灣","未檢出","未檢出","未檢出","合格"
"103","白米","玉溪農會超市","花蓮縣玉里鎮中華路177號","台灣","未檢出","未檢出","未檢出","合格"
"103","白米","松浦米廠","花蓮縣玉里鎮松浦92號","台灣","未檢出","未檢出","未檢出","合格"
"103","關山好米","台東縣關山鎮農會碾米加工廠","台東縣關山鎮德高里東庄路30-1.2.3號","台灣","0.02","0.002","未檢出","合格"
"103","後山皇帝米","梓園碾米工廠","台東縣關山鎮德高里永豐69之1號","台灣","0.01","0.002","0.01","合格"
"103","米","穗記碾米廠","台東縣長濱鄉三間村11鄰11之11之1號","台灣","0.02","未檢出","未檢出","合格"
"103","八仙米","長濱鄉農會","台東縣長濱鄉忠勇村26之5號","台灣","未檢出","未檢出","未檢出","合格"
"103","縱谷好米","豐年碾米廠","台東縣大武鄉尚武村184號","台灣","0.05","0.002","0.01","合格"
"103","米","協成製材碾米工廠","台東縣鹿野鄉永安村10鄰中華路三段281巷9號","台灣","0.02","未檢出","未檢出","合格"
"103","糙米","協成製材碾米工廠","台東縣鹿野鄉永安村10鄰中華路三段281巷9號","台灣","0.014","未檢出","未檢出","合格"
"103","白米","瑞豐碾米廠","台東縣池上鄉福文村文化路50號","台灣","0.008","0.002","0.01","合格"
"103","有機糙米","池農超市","台東縣池上鄉新生路193號","台灣","0.01","未檢出","未檢出","合格"
"103","白米","協成製材碾米工廠","台東縣鹿野鄉永安村10鄰中華路三段281巷9號","台灣","0.03","未檢出","未檢出","合格"
"103","食米","苗栗縣苑裡鎮農會青補倉庫(碾米工廠)","苗栗縣苑裡鎮山腳里富農巷2號","台灣","0.04","未檢出","0.05","合格"
"103","白米","惠康百貨股份有限公司後龍分公司","苗栗縣大庄里中山路116、118、120號1樓","台灣","0.11","未檢出","0.01","合格"
"103","上好精米","華泰碾米廠","苗栗縣頭份鎮興隆路443號","台灣","0.04","未檢出","未檢出","合格"
"103","三冠牌壽司米","公館鄉農會","苗栗縣公館鄉館東村大同路266號","台灣","0.08","未檢出","未檢出","合格"
"103","白米","泉順碾米工廠後龍廠","苗栗縣埔頂里中華路1016號","台灣","0.05","未檢出","未檢出","合格"
"103","大甲良質米","銅鑼鄉農會","苗栗縣銅鑼鄉永樂路22號","台灣","0.1","未檢出","未檢出","合格"
"103","中興無洗米","苗栗縣機關學校員工消費合作社聯合社","苗栗縣苗栗市建功里府前路46號","台灣","0.04","未檢出","未檢出","合格"
"103","精緻米","義合工廠","苗栗縣頭份鎮廣興里2鄰27-11號","台灣","0.07","未檢出","0.03","合格"
"103","白米","台中市大里區農會","台中市大里區新光路101號","台灣","0.09","未檢出","未檢出","合格"
"103","白米","台中市霧峰區農會","台中市霧峰區四德路10號","台灣","0.08","未檢出","未檢出","合格"
"103","白米","台中市潭子區農會碾米工廠","台中市潭子區雅潭路二段382號","台灣","0.12","未檢出","0.01","合格"
"103","台梗9號有機米","台中市大甲區農會供銷部","台中市大甲區中山路一段1372號","台灣","0.05","未檢出","0.01","合格"
"103","頭等倉白米","台中市台中地區農會供銷部南屯辦事處","台中市南屯路2段636號","台灣","0.07","未檢出","0.01","合格"
"103","白米","神岡區農會供銷部","台中市神岡區光啟路126號","台灣","0.06","未檢出","0.01","合格"
"103","白米","源福順碾米工廠","台中市台中市霧峰區丁台路1000號","台灣","0.01","未檢出","0.01","合格"
"103","白米","清水區農會供銷部","台中市清水區高美路477-41號","台灣","0.08","未檢出","未檢出","合格"
"103","白米","台中市台中地區農會南區分部","台中市南區復興路三段147號","台灣","0.13","未檢出","未檢出","合格"
"103","白米","后里區農會碾米廠","台中市后里區三線路3-9巷60號","台灣","0.22","未檢出","未檢出","合格"
"103","食米","美豐碾米工廠","台中市霧峰區四德路376巷46號","台灣","0.11","未檢出","未檢出","合格"
"103","霧峰香米","龍井區農會","台中市龍井區沙田路4段185號","台灣","0.14","未檢出","未檢出","合格"
"103","米","大雅區農會","台中市大雅區田心街21號","台灣","0.1","0.014","0.14","合格"
"103","白米","大肚區農會","台中市大肚區和平街28號","台灣","0.08","未檢出","未檢出","合格"
"103","食米","益春碾米工廠","彰化縣芬園鄉大埔村彰南路4段804號","台灣","0.07","未檢出","0.02","合格"
"103","食米","合成碾米工廠","彰化縣芬園鄉溪頭村彰南路1段165號","台灣","0.11","未檢出","0.04","合格"
"103","蓬萊米(香春米)","晉昇碾米工廠","彰化縣埤頭鄉中央路997巷251號","台灣","0.03","未檢出","0.02","合格"
"103","蓬萊米(埤頭壽司米)","聯米企業股份有限公司","彰化縣埤頭鄉彰水路2段526號","台灣","0.02","未檢出","0.01","合格"
"103","蓬萊米","裕源碾米工廠","彰化縣埤頭鄉彰水路1段506號","台灣","0.02","未檢出","0.01","合格"
"103","白米","東裕米工廠","彰化縣和美鎮中正路112號","台灣","0.04","0.011","0.04","合格"
"103","白米","慶聯碾米廠","彰化縣和美鎮中正路172號","台灣","0.06","0.013","0.04","合格"
"103","白米","金協和碾米廠","彰化縣和美鎮和東里仁安路223號","台灣","0.05","0.013","0.04","合格"
"103","食米","新興南碾米廠","彰化縣溪州鄉潮洋村民生路一段48號","台灣","0.1","0.011","0.04","合格"
"103","食米","永祥碾米廠","彰化縣溪州鄉二尾厝村登山路四段583號","台灣","0.06","0.01","0.04","合格"
"103","食米","田中建新碾米工廠","彰化縣田尾鄉富農路一段45號","台灣","0.05","0.011","0.04","合格"
"103","蓬萊米","谷鴻碾米工廠","彰化縣埔心鄉舊館村員鹿路4段206號","台灣","0.03","未檢出","未檢出","合格"
"103","秈稻米","谷鴻碾米工廠","彰化縣埔心鄉舊館村員鹿路4段206號","台灣","0.03","未檢出","未檢出","合格"
"103","台梗九號","德記碾米工廠","彰化縣埔心鄉東門村中正路1段36號","台灣","0.08","未檢出","未檢出","合格"
"103","蓬萊米","德記碾米工廠","彰化縣埔心鄉東門村中正路1段36號","台灣","0.03","未檢出","未檢出","合格"
"103","泰國米","江進益碾米廠","彰化縣員林鎮西東里浮圳路1段427號","泰國","0.05","未檢出","未檢出","合格"
"103","蓬萊米","江進益碾米廠","彰化縣員林鎮西東里浮圳路1段427號","台灣","0.02","未檢出","0.02","合格"
"103","白米","金協和碾米廠","彰化縣和美鎮和東里仁安路223號","台灣","0.04","未檢出","未檢出","合格"
"103","白米","東裕米工廠","彰化縣和美鎮中正路112號","台灣","0.02","未檢出","未檢出","合格"
"103","白米","慶聯碾米廠","彰化縣和美鎮中正路172號","台灣","0.04","未檢出","未檢出","合格"
"103","食米","田中建新碾米工廠二廠","彰化縣田尾鄉富農路一段45、47號","台灣","0.03","未檢出","未檢出","合格"
"103","食米","永祥碾米廠","彰化縣溪州鄉二尾厝村登山路四段583號","台灣","0.03","未檢出","未檢出","合格"
"103","食米","新興南碾米廠","彰化縣溪州鄉潮洋村民生路一段48號","台灣","0.03","未檢出","未檢出","合格"
"103","食米","益春碾米工廠","彰化縣芬園鄉大埔村彰南路4段804號","台灣","0.1","0.01","未檢出","合格"
"103","食米","合成至由農產加工廠","彰化縣芬園鄉溪頭村彰南路1段165號","台灣","0.14","未檢出","未檢出","合格"
"103","蓬萊米(香春米)","晉昇碾米工廠","彰化縣埤頭鄉中央路997巷251號","台灣","0.07","0.008","未檢出","合格"
"103","蓬萊米(埤頭壽司米)","聯米企業股份有限公司","彰化縣埤頭鄉彰水路2段526號","台灣","0.03","0.012","未檢出","合格"
"103","蓬萊米","裕源碾米工廠","彰化縣埤頭鄉彰水路1段506號","台灣","未檢出","未檢出","未檢出","合格"
"103","泰國米","江進益碾米廠","彰化縣員林鎮西東里浮圳路1段427號","泰國","0.05","未檢出","未檢出","合格"
"103","蓬萊米","江進益碾米廠","彰化縣員林鎮西東里浮圳路1段427號","台灣","0.06","未檢出","0.04","合格"
"103","台梗九號","德記碾米工廠","彰化縣埔心鄉東門村中正路1段36號","台灣","未檢出","0.006","未檢出","合格"
"103","蓬萊米","德記碾米工廠","彰化縣埔心鄉東門村中正路1段36號","台灣","未檢出","未檢出","未檢出","合格"
"103","蓬萊米","谷鴻碾米工廠","彰化縣埔心鄉舊館村員鹿路4段206號","台灣","0.05","未檢出","0.11","合格"
"103","秈稻米","谷鴻碾米工廠","彰化縣埔心鄉舊館村員鹿路4段206號","台灣","0.05","未檢出","未檢出","合格"
"103","合歡米","南投縣農會活力門市","南投縣南投市崇文里文昌路47巷9至19共6號","台灣","0.04","未檢出","0.03","合格"
"103","投農米","南投縣農會活力門市","南投縣南投市崇文里文昌路47巷9至19共6號","台灣","0.03","未檢出","0.01","合格"
"103","投農米","南投縣農會活力門市","南投縣南投市文昌路45號","台灣","0.07","未檢出","0.04","合格"
"103","合歡米","南投縣農會活力門市","南投縣南投市文昌路45號","台灣","0.09","未檢出","未檢出","合格"
"103","白米","隆源碾米廠","雲林縣荊桐鄉興桐村振興路5-1號","台灣","0.06","未檢出","0.04","合格"
"103","白米","新豐村碾米廠","雲林縣荊桐鄉甘西村甘西路4970號","台灣","0.03","未檢出","0.05","合格"
"103","白米","宏田碾米廠","雲林縣荊桐鄉義和村693號","台灣","未檢出","0.012","0.03","合格"
"103","米","梅竹商號","雲林縣大埤鄉嘉興村41-1號","台灣","0.02","未檢出","0.03","合格"
"103","米","富源碾米工廠","雲林縣大埤鄉嘉興村17號","台灣","0.04","未檢出","0.04","合格"
"103","白米","鐿銓有限公司","雲林縣斗南鎮明昌里南昌路196號1樓","台灣","0.06","未檢出","0.01","合格"
"103","壽司米","鐿銓有限公司","雲林縣斗南鎮明昌里南昌路196號1樓","台灣","0.05","未檢出","0.01","合格"
"103","白米","同利米店","雲林縣林內鄉中正路177號","台灣","0.04","未檢出","0.02","合格"
"103","糯米","同利米店","雲林縣林內鄉中正路177號","台灣","0.04","未檢出","0.01","合格"
"103","白米","東遠碾米廠","雲林縣二崙鄉崙西村中山路365號","台灣","0.02","未檢出","0.01","合格"
"103","白米","二崙鄉農會碾米工廠","雲林縣二崙鄉崙西村中興路12號","台灣","0.02","未檢出","0.01","合格"
"103","上品QQ米","廣來五金百貨行","雲林縣水林鄉水南村新興南路40號1樓","台灣","0.01","未檢出","未檢出","合格"
"103","白米","統一超商","雲林縣水林鄉水林路157號1樓","台灣","0.06","未檢出","0.01","合格"
"103","濁水米","加晟商店","雲林縣口湖鄉中正路30號","台灣","0.08","未檢出","未檢出","合格"
"103","壽司米","中友商行","雲林縣口湖鄉口湖路193號","台灣","0.03","未檢出","未檢出","合格"
"103","本產白米","金桔工廠","雲林縣四湖鄉鹿場村下鹿場路75號","台灣","0.04","未檢出","0.01","合格"
"103","本產糯米","金桔工廠","雲林縣四湖鄉鹿場村下鹿場路75號","台灣","0.09","未檢出","0.02","合格"
"103","白米","豐村碾米廠","雲林縣荊桐鄉六合村新興66-1號","台灣","0.06","未檢出","未檢出","合格"
"103","白米","新源隆碾米廠","雲林縣荊桐鄉麻園村150號","台灣","0.04","未檢出","未檢出","合格"
"103","白米","弘成碾米廠","雲林縣荊桐鄉四合村永基路44號","台灣","0.04","未檢出","未檢出","合格"
"103","白米","同利米店","雲林縣林內鄉中正路177號","台灣","0.03","未檢出","未檢出","合格"
"103","白米","同利米店","雲林縣林內鄉中正路177號","台灣","0.08","未檢出","未檢出","合格"
"103","白米","龍府商店","雲林縣水林鄉興松北路1號","台灣","0.03","未檢出","未檢出","合格"
"103","白米(7-11御膳米)","統一超商水林門市","雲林縣水林鄉水林路157號1樓","台灣","0.04","未檢出","未檢出","合格"
"103","白米","信興碾米廠","雲林縣口湖鄉福安路46號","台灣","0.07","未檢出","未檢出","合格"
"103","糙米","信昌糧食工廠","雲林縣口湖鄉東安路89號","台灣","0.03","未檢出","0.03","合格"
"103","白米","金秸工廠","雲林縣四湖鄉鹿場下鹿場路75號","台灣","未檢出","未檢出","未檢出","合格"
"103","白米","宏田碾米廠","雲林縣荊桐鄉義和村116-2號","台灣","0.05","未檢出","未檢出","合格"
"103","有機白米","全聯福利中心","雲林縣荊桐鄉西庄路19-1號","台灣","未檢出","未檢出","未檢出","合格"
"103","白米","全聯福利中心","雲林縣荊桐鄉西庄路19-1號","台灣","0.11","0.006","0.03","合格"
"103","梗種白米","全聯福利中心","雲林縣荊桐鄉西庄路19-1號","台灣","未檢出","未檢出","0.03","合格"
"103","有機白米","全聯福利中心","雲林縣荊桐鄉西庄路19-1號","台灣","未檢出","未檢出","未檢出","合格"
"103","白米","全聯福利中心","雲林縣荊桐鄉西庄路19-1號","台灣","0.04","未檢出","0.05","合格"
"103","白米","全聯福利中心","雲林縣荊桐鄉西庄路19-1號","台灣","0.05","未檢出","0.03","合格"
"103","精選濁水米","豐昌米行","嘉義市國華街63號","台灣","0.03","0.002","0.02","合格"
"103","埤頭中興米","宏州米行","嘉義市中正路119號","台灣","0.04","未檢出","0.01","合格"
"103","台梗九號米","和平米行","嘉義市建成街29號","台灣","0.02","0.003","未檢出","合格"
"103","寶養米","頂好超市(嘉義店)","嘉義市新營路152號","台灣","0.02","未檢出","未檢出","合格"
"103","中興無洗米","全聯大統店","嘉義市大統路171號","台灣","0.02","未檢出","未檢出","合格"
"103","皇家榖寶皇家台東米","大九九大賣場仁愛店","嘉義市仁愛路105號","台灣","0.04","未檢出","未檢出","合格"
"103","禾樂米","裕元碾米工廠","嘉義縣太保市梅埔里梅子厝64之1號","台灣","0.01","0.002","0.01","合格"
"103","米","田邊碾米工廠","嘉義縣太保市後潭里後潭302號","台灣","0.016","0.002","未檢出","合格"
"103","奇力米台梗16號","新聯豐碾米工廠","嘉義縣大林鎮義和里13號","台灣","0.07","未檢出","未檢出","合格"
"103","米","三合豐碾米廠分廠","嘉義縣鹿草鄉下麻村麻豆店4-1號","台灣","0.04","未檢出","0.02","合格"
"103","米","金長發","嘉義縣朴子市海通路11之1號","台灣","0.08","0.031","0.01","合格"
"103","白米","玉豐農產加工廠","嘉義縣義竹鄉龍蛟村義工三路10號","台灣","0.005","0.021","0.01","合格"
"103","白米","嘉義縣新港農會碾米工廠","嘉義縣新港鄉福德村登雲路111巷2號","台灣","0.02","0.029","0.01","合格"
"103","台梗16號","裕元碾米工廠","嘉義縣太保市梅埔里梅子厝64之1號","台灣","0.02","未檢出","未檢出","合格"
"103","台梗11號","田邊碾米工廠","嘉義縣太保市後潭里後潭302號","台灣","0.02","未檢出","未檢出","合格"
"103","米","三合豐碾米廠分廠","嘉義縣鹿草鄉下麻村麻豆店4-1號","台灣","0.03","0.003","0.07","合格"
"103","奇力台梗16號","新聯豐碾米工廠","嘉義縣大林鎮義和里13號","台灣","0.03","0.002","0.01","合格"
"103","白米","玉豐農產加工廠","嘉義縣義竹鄉龍蛟村義工三路10號","台灣","0.04","未檢出","未檢出","合格"
"103","米","金長發","嘉義縣朴子市海通路11之1號","台灣","0.03","未檢出","未檢出","合格"
"103","白米","嘉義縣新港農會碾米工廠","嘉義縣新港鄉福德村登雲路111巷2號","台灣","0.04","未檢出","未檢出","合格"
"103","白米","新順興碾米廠","台南市麻豆區頂廊里3號","台灣","0.03","0.002","0.01","合格"
"103","三好米","新隆昌碾米廠","台南市安定區中崙46號","台灣","0.03","未檢出","0.01","合格"
"103","三有牌蓬萊米","遜泰碾米工廠","台南市歸仁區崙頂里信義南路221巷26號","台灣","0.03","未檢出","0.01","合格"
"103","蓬萊米","和慶碾米所","台南市安平區慶平路62號","台灣","0.03","0.004","0.01","合格"
"103","糯米","和慶碾米所","台南市安平區慶平路62號","台灣","0.04","0.004","0.01","合格"
"103","白米","新順興碾米廠","台南市麻豆區頂廊里5號","台灣","0.04","未檢出","未檢出","合格"
"103","三好米","新隆昌碾米廠","台南市安定區中崙46號","台灣","0.02","0.006","0.03","合格"
"103","三友牌蓬萊米","遜泰碾米工廠","台南市歸仁區崙頂里信義南路221巷26號","台灣","0.01","未檢出","0.01","合格"
"103","蓬萊米","水木碾米廠","台南市安平區觀音街28號","台灣","0.04","未檢出","未檢出","合格"
"103","在來米","水木碾米廠","台南市安平區觀音街28號","台灣","0.04","未檢出","未檢出","合格"
"103","白米","大寮區農會","高雄市大寮區鳳林三路351號","台灣","0.02","0.002","0.01","合格"
"103","白米","大寮區農會","高雄市大寮區鳳林三路351號","台灣","0.01","0.002","0.01","合格"
"103","白米","清東碾米工廠","高雄市大寮區鳳林三路301巷16號","台灣","0.02","0.002","0.01","合格"
"103","混合米","美濃區農會","高雄市美濃區光明路100巷8號","台灣","0.04","未檢出","0.01","合格"
"103","米(147)","美濃區農會","高雄市美濃區光明路100巷8號","台灣","0.04","未檢出","未檢出","合格"
"103","糙米","美濃區農會","高雄市美濃區光明路100巷8號","台灣","0.04","未檢出","0.01","合格"
"103","白米","大寮區農會","高雄市大寮區鳳林三路351號","台灣","0.04","未檢出","未檢出","合格"
"103","白米","大寮區農會","高雄市大寮區鳳林三路351號","台灣","0.01","未檢出","未檢出","合格"
"103","白米","清東碾米工廠","高雄市大寮區鳳林三路301巷16號","台灣","0.05","未檢出","0.01","合格"
"103","米(147)","美濃區農會","高雄市美濃區光明路100巷8號","台灣","0.02","未檢出","0.01","合格"
"103","米(精選)","美濃區農會","高雄市美濃區光明路100巷8號","台灣","0.02","未檢出","0.02","合格"
"103","米","豐吉碾米廠","高雄市美濃區祿興里成功路479號","台灣","0.01","未檢出","0.01","合格"
"103","縱谷好米","順元碾米廠","屏東縣屏東市瀋陽街28號","台灣","0.02","0.002","0.01","合格"
"103","花東山榖米","新協利碾米廠","屏東縣長治鄉長興路57號","台灣","0.02","未檢出","未檢出","合格"
"103","玉里香米","順寶碾米廠","屏東縣屏東市中正路255-3號","台灣","0.04","未檢出","未檢出","合格"
"103","縱谷好米","兄弟米廠","屏東縣屏東市博愛路41號","台灣","0.02","0.012","0.03","合格"
"103","香春米","聯昌碾米廠","屏東縣屏東市大同路10號","台灣","0.04","0.009","0.025","合格"
"103","縱谷好米","順元碾米廠","屏東縣屏東市瀋陽街28號","台灣","0.005","未檢出","未檢出","合格"
"103","花東山榖米","新協利碾米廠","屏東縣長治鄉長興路57號","台灣","0.01","未檢出","0.01","合格"
"103","玉里香米","順寶碾米廠","屏東縣屏東市中正路255-3號","台灣","0.02","未檢出","0.01","合格"
"103","玉里香米","聯昌碾米廠","屏東縣屏東市大同路10號","台灣","0.03","未檢出","未檢出","合格"
"103","台梗九號米","聯昌碾米廠","屏東縣屏東市大同路10號","台灣","0.04","未檢出","未檢出","合格"
